datetime,text,sentiment,source,sentiment_score,hour,day_of_week
2009-04-18 10:42:08,@BeckyKingston glad you had a great time! ,positive,sentiment140,1.0,10.0,Saturday
2009-06-05 09:00:22,@_xotashhh hahaa you are     @mypassion are amazinggg they really are lol. i told you!!,positive,sentiment140,1.0,9.0,Friday
2009-04-20 01:43:36,@jonasbrothers WA is excited to have you back. It's gonna be Redonk. Cookies for EVERYONE to celebrate your arrival?  I'll bake,positive,sentiment140,1.0,1.0,Monday
2009-06-02 18:10:11,@amytalor34543 @bottomkicker this is just like three way calling...but with texting. OMG. ,positive,sentiment140,1.0,18.0,Tuesday
2009-05-18 02:59:57,"@wishywishes Aw except David haha. With or without make-up he's still gorgeous ahh  But yeah, they shouldn't have put him that much",positive,sentiment140,1.0,2.0,Monday
2009-05-31 18:12:16,"From #RulesOfEngagement s01e01 &quot;When you're married, you can only be as happy as the least happy person in the relationship&quot; ",positive,sentiment140,1.0,18.0,Sunday
2009-04-07 07:50:34,"just got home after a tiring day, took pretty pictures,posted everything on flickr ",positive,sentiment140,1.0,7.0,Tuesday
2009-06-01 13:25:36,twitter has stopped me from tweeting - I have reached my limit - sorry to all players - I cant continue now.....  bye,negative,sentiment140,0.0,13.0,Monday
2009-06-06 08:34:55,The bear came back in the backyard. I scared him away (via pennies in a coffee can and yelling).  I guess no picking cherries today.   #fb,negative,sentiment140,0.0,8.0,Saturday
2009-06-17 03:22:49,"Ooooh my 300th tweet. and something is wrong, I cant use the @reply  button!!!!   this is not as monumental as I hoped!",negative,sentiment140,0.0,3.0,Wednesday
2009-06-06 07:03:30,I miss you sis ,positive,sentiment140,1.0,7.0,Saturday
2009-05-22 08:44:31,@Staceface82 Totally awesome. And I was so talking about you. Glad you'll be there! ,positive,sentiment140,1.0,8.0,Friday
2009-06-06 19:56:40,@acarols ok you are on the list! ,positive,sentiment140,1.0,19.0,Saturday
2009-05-29 14:31:54,Ohh boy my babys tooth came out ! ,negative,sentiment140,0.0,14.0,Friday
2009-06-20 10:33:01,"@mattmaclennan   So 13 hours of sleep didn't take you through it, hunh?   ",negative,sentiment140,0.0,10.0,Saturday
2009-06-05 11:08:23,Watching the telly as I am not allowed to go out and have a drink ,negative,sentiment140,0.0,11.0,Friday
2009-06-15 21:45:10,Its going 2 stay lyk that if yu leave it in there.... We should have waterproof phones ,positive,sentiment140,1.0,21.0,Monday
2009-05-29 21:01:34,Waiting on ice cream...and company....but mostly the ice cream. ,positive,sentiment140,1.0,21.0,Friday
2009-06-06 10:55:23,"@djR3Z No, that's just the quote from him that always sticks in my head. Makes me laugh. ",positive,sentiment140,1.0,10.0,Saturday
2009-06-05 14:45:05,Watching Keeping Up With The Kardashians. I love this family ,positive,sentiment140,1.0,14.0,Friday
2009-05-29 20:54:32,@RadarDog awww   cuddle your mom a whole bunch for me (hugs) &lt;3,negative,sentiment140,0.0,20.0,Friday
2009-05-18 05:21:22,@VisitGalena thxs  I had a great race &amp; great time at the Galena Du as always! Can't wait for next year already  Great event!,positive,sentiment140,1.0,5.0,Monday
2009-04-20 07:44:47,Happy 4/20 ppl--make it a great day!! Smoking or non it's a celebration twitches-LOL ,positive,sentiment140,1.0,7.0,Monday
2009-04-07 08:35:39,@souljaboytellem omg my dad took my laptop  im so pissed but maybe my bruh will let me use his,negative,sentiment140,0.0,8.0,Tuesday
2009-05-04 03:18:20,grinning like a Cheshire cat.... ....happy as hell. they made my day  ??,positive,sentiment140,1.0,3.0,Monday
2009-06-20 11:30:33,"@magicconch hehe, im sooooooo hungry, i can't concentrate. ",negative,sentiment140,0.0,11.0,Saturday
2009-06-05 18:11:39,well while i have my... rash. i have decided to read new moon. aqain. haha. i'm sooo bored. ,negative,sentiment140,0.0,18.0,Friday
2009-06-17 01:06:34,You know you've been in a foreign town too long/often when: you get asked for directions and are able to give them. ,negative,sentiment140,0.0,1.0,Wednesday
,"At this point, search engines are so useless that most of the time it really is quicker to just use Chatgpt, or ask a human to point you in the right direction",negative,chatgpt,0.0,,
2009-06-18 23:44:16,"@Ch3ryl22 I knoww, but it's my daddy  this is my SECOND time lol.",negative,sentiment140,0.0,23.0,Thursday
2009-05-30 23:37:58,. Twitterfon pro is making me mad. ,negative,sentiment140,0.0,23.0,Saturday
2009-06-15 01:02:41,@bayiravi. Why is going out in Delhi such a big deal for you? ,positive,sentiment140,1.0,1.0,Monday
2009-05-18 06:34:37,@heartbomb you're welcome i couldn't resist you're foto looks sooo cool! ,positive,sentiment140,1.0,6.0,Monday
2009-06-19 09:01:51,really bummed about georgia theatre! ,negative,sentiment140,0.0,9.0,Friday
2009-05-22 07:11:45,@ilzetjarve cau cau  what's new?,positive,sentiment140,1.0,7.0,Friday
2009-05-31 04:08:50, am 200 updates in Twitter #stats,positive,sentiment140,1.0,4.0,Sunday
2009-06-15 05:54:11,Life is bollox right now  ,negative,sentiment140,0.0,5.0,Monday
2009-05-30 13:29:06,"$17,000? You think that's a good deal? Sending email about our wedding and my blog to this writer at the Tennessean.  http://bit.ly/WkObS",positive,sentiment140,1.0,13.0,Saturday
2009-05-18 03:56:19,@lindam73 Here is a cute dog for ya to look at  http://twitpic.com/5f5fy,positive,sentiment140,1.0,3.0,Monday
2009-06-16 03:27:07,Bedtime. It's 10.30pm.. MUST start going to bed earlier. Having a 3 night sleepover at Gini's won't help.. oh well. I'm pumped for it! ,positive,sentiment140,1.0,3.0,Tuesday
2009-04-20 06:39:40,good morning... feel pretty good despite having 4 hour of sleep... My stomach Hurts ,negative,sentiment140,0.0,6.0,Monday
2009-05-11 22:48:24,"&quot;I got a feeling, its automatic!&quot; ZOOT WOMAN: ITS AUTOMATIC &gt;&gt; http://bit.ly/xO24m  Love this song/video to bits! ",positive,sentiment140,1.0,22.0,Monday
,"ChatGPT, 1 milyon kullanÄ±cÄ±ya 5 gÃ¼nde ulaÅmÄ±ÅtÄ±.

GenÃ§ler ve Ã§ocuklar bunu saÄladÄ±.
Ä°nanÄ±lmaz bir yapay zeka devrimi.

Bu Platondan, John Deweyâe uzanan eÄitim felsefesi tarihinde yeni bir pencerenin aÃ§Ä±ldÄ±ÄÄ±nÄ±n da gÃ¶stergesi.

 #EÄitiminYÃ¼zyÄ±lÄ±",neutral,chatgpt,0.5,,
2009-05-17 08:43:06,Why is nobody tweeting and why is everybody sleeping? ,positive,sentiment140,1.0,8.0,Sunday
2009-06-01 04:33:32,weather wasn't perfect for barbeque. compensated with eating better and more.. chili-honey-sesame-steak and grilled chocolate-bananas ,positive,sentiment140,1.0,4.0,Monday
2009-06-01 18:58:32,New clothes ,positive,sentiment140,1.0,18.0,Monday
2009-06-14 22:49:36,@Rizzleman716 Idk. I'm a hoe :p  But nah I'm using WiFi on the fuze. I have my sim card in my bold ,positive,sentiment140,1.0,22.0,Sunday
2009-06-07 06:05:56,@higgs103 I'm sure u can just picture the tears pouring down my face  right now!,negative,sentiment140,0.0,6.0,Sunday
2009-05-30 18:32:45,Quote of the day: &quot;Walk softly and carry a big magnifying glass.&quot;  -Richard Lacayo ,positive,sentiment140,1.0,18.0,Saturday
2009-05-30 03:51:43,Great article i cant wait to get my hands on this EPIC device   http://bit.ly/dI4vJ,positive,sentiment140,1.0,3.0,Saturday
2009-05-22 01:06:54,check out @dfizzy he is a f*cking attention whore  http://youtube.com/deefizzy,positive,sentiment140,1.0,1.0,Friday
2009-06-02 19:13:23,My mom would have to rate numberr 3 in 'Worst mothers ever. ' ,negative,sentiment140,0.0,19.0,Tuesday
2009-05-10 02:02:45,@daveaitel I'm already here  see you there!,positive,sentiment140,1.0,2.0,Sunday
2009-06-06 09:40:58,@BeckyFletch Yes mame! i apologize... ,negative,sentiment140,0.0,9.0,Saturday
2009-06-15 22:44:03,"@dead_earthworm I had to throw all of my cordial away at the weekend, 6 litres of it!!...the whole lot was cloudy and discoloured! ",negative,sentiment140,0.0,22.0,Monday
2009-05-17 10:41:38,@JaxRaghibTrail wow...Lots of good things happening for you. Super happy for you ,positive,sentiment140,1.0,10.0,Sunday
2009-06-02 17:37:45,Taking a training break. Fun group of gals this month. ,positive,sentiment140,1.0,17.0,Tuesday
2009-06-20 06:57:59,is very very very sad because her parrot is dead.... ,negative,sentiment140,0.0,6.0,Saturday
2009-05-30 10:01:29,going to the park. by myself. if @jessicajeanne wants to join then you know where i am. ,positive,sentiment140,1.0,10.0,Saturday
2009-05-02 06:42:02,"Ok, last day with internet access... I will miss you my friend ",negative,sentiment140,0.0,6.0,Saturday
2009-04-19 08:59:45,thinks she may be addicted to Twilight... very concerning ,negative,sentiment140,0.0,8.0,Sunday
2009-05-30 03:51:51,http://bit.ly/fQ7JW  Best &quot;Down&quot; Live Version from Blink 182 Ever! + 1 ,positive,sentiment140,1.0,3.0,Saturday
2009-05-31 15:31:31,OMGoodness! I'm away from Twitter for a couple of days and look at all I've missed...I will go back &amp; try to answer you all. ,positive,sentiment140,1.0,15.0,Sunday
2009-06-16 01:13:35,is bored 2 death......... ,negative,sentiment140,0.0,1.0,Tuesday
2009-06-04 08:50:09,Tomorrow's my last day of school; only 2 hours ,positive,sentiment140,1.0,8.0,Thursday
2009-05-22 07:19:51,@mooissa  thanks,positive,sentiment140,1.0,7.0,Friday
2009-06-20 17:38:22,"@shahrukh_khan But what was the meal Mr. Khan, you should share that, we are too far to take it away from your plate ",negative,sentiment140,0.0,17.0,Saturday
2009-05-22 08:01:36,@EcoChic little 4 yr old running around my neighborhood all the time unsupervised.. saying sad things like mommy hits her ,negative,sentiment140,0.0,8.0,Friday
2009-05-30 03:47:15,@lowster haha I hope you weren't wanting a lie in ,positive,sentiment140,1.0,3.0,Saturday
2009-06-05 08:50:55,"@SarahFTW you're ever so close to 1,000 updates ",positive,sentiment140,1.0,8.0,Friday
2009-05-31 14:17:08,This past week in the clubs was crazy! One mo time tonite Southside Saloon but 1st Planet Replay then Frys. Beautiful day ,positive,sentiment140,1.0,14.0,Sunday
2009-06-20 15:27:31,where the eff is might ducks!? why can i not find it ,negative,sentiment140,0.0,15.0,Saturday
2009-05-31 17:42:11,Sage and sailor both answered @ the meeting today... Makes me proud ,positive,sentiment140,1.0,17.0,Sunday
2009-06-02 17:43:46,is finished ironing !!!!    More clothes in the washer ,negative,sentiment140,0.0,17.0,Tuesday
2009-05-10 07:06:48,@jenrose28 Not all of Wilmington   Have fun though!,negative,sentiment140,0.0,7.0,Sunday
2009-05-29 18:59:08,I hate bloody noses in public ,negative,sentiment140,0.0,18.0,Friday
2009-06-02 19:07:26,contacts make my eyes feel like they're falling out of my face off to sleep ,positive,sentiment140,1.0,19.0,Tuesday
2009-06-06 16:38:33,"@mara_nerdgirl Yes, and I like not to think about it ",negative,sentiment140,0.0,16.0,Saturday
2009-06-03 02:14:54,WoW really I'm bored 2am just decided ima go for a walk. ,positive,sentiment140,1.0,2.0,Wednesday
2009-05-22 04:12:15,"@ashley_silva Thanks Ashley YAP - so come to Nova Scotia, start your nursing career, raise a family or start a business ",positive,sentiment140,1.0,4.0,Friday
2009-04-17 20:42:36,@perezhilton dodgers losing ,negative,sentiment140,0.0,20.0,Friday
2009-05-17 22:58:33,@WayneDaStar Whats wrong? ,negative,sentiment140,0.0,22.0,Sunday
2009-06-16 21:43:04,Redoing my nails! Wheres my bestie at? ,negative,sentiment140,0.0,21.0,Tuesday
2009-06-15 02:59:51,@Boyislost I'm good  Already been shopping. Trying to fix my mom's computer now...argh. How are u?,positive,sentiment140,1.0,2.0,Monday
2009-05-14 05:17:47,"should i go 4 a run or walk the dog? cant do both, she cant keep up ",negative,sentiment140,0.0,5.0,Thursday
2009-06-15 06:47:30,"@missoliviaa I was thinking the same thing, but to my tangers of course ",positive,sentiment140,1.0,6.0,Monday
2009-05-30 19:39:01,@mitchelmusso thanks for talking to me on the phone yesterday!!!  i appreciate it ,positive,sentiment140,1.0,19.0,Saturday
2009-06-20 05:23:28,Storms knocked out my internet satellite connection ,negative,sentiment140,0.0,5.0,Saturday
2009-06-20 09:26:25,@skatergator777  yeah we did..-tear-,negative,sentiment140,0.0,9.0,Saturday
2009-06-19 18:45:31,where the fuck is my phone ,negative,sentiment140,0.0,18.0,Friday
2009-06-06 04:42:39,@Natalie_McLife I can write it up if you want and there is a Gary interview from a couple of week sago aswell if you want that typing up ,positive,sentiment140,1.0,4.0,Saturday
2009-06-16 07:58:10,@feistywoman No problem at all!  Hope you enjoy your vacay on the island!,positive,sentiment140,1.0,7.0,Tuesday
2009-06-19 16:50:50,is taking a break frm work. my feet are killing me ,negative,sentiment140,0.0,16.0,Friday
2009-05-28 21:35:50,We just got back from Holiday Plaza where they had a hands-on Lego exhibition which the kids enjoyed. Oh to have a life! ,negative,sentiment140,0.0,21.0,Thursday
2009-04-18 08:41:28,damn...i just SO bored.....   ,negative,sentiment140,0.0,8.0,Saturday
,"Sick of hearing about Chat GPT? Well with a multi-year multi-billion dollar investment from Microsoft, it's here to stay. 
How is AI affecting or helping your work? 
#chatgpt #Microsoft #aicontent #futureofbusiness https://t.co/quiW1s9w2b",positive,chatgpt,1.0,,
2009-06-06 11:47:46,Sorry for the delay... I'm back home  This #sotd fits my mood today for some reason. â« http://blip.fm/~7r2zh,positive,sentiment140,1.0,11.0,Saturday
2009-06-05 11:26:50,@scribblepotemus @StephenDMason That's just wrong!!! ,negative,sentiment140,0.0,11.0,Friday
2009-06-06 15:41:51,spent the morning helping Julie pack up  and then ran some errands. Went off home after picking up some new games and played for a bit,negative,sentiment140,0.0,15.0,Saturday
2009-04-18 20:42:04,@amtrack  yeah but i am better then a club ! haha,positive,sentiment140,1.0,20.0,Saturday
2009-05-28 23:05:28,Life kept me from early bed. No 360 till June 14  my dad had a hissy fit about whatever &amp; and took it out on me ,negative,sentiment140,0.0,23.0,Thursday
2009-04-21 04:01:54,@diana_music was just wondering do you still talk to cheryl cole? passed my theroy test today  you learning to drive yet?,positive,sentiment140,1.0,4.0,Tuesday
2009-05-30 14:51:54,@TSHarms lol do you actually want to join? Caroline's in it! ,positive,sentiment140,1.0,14.0,Saturday
2009-06-15 09:52:25,Back in orlando...goin to downtown disney for some ghirardelli chocolate  ,positive,sentiment140,1.0,9.0,Monday
2009-05-31 05:08:37,I feel Nauseous. Urgh. Sunday! ,positive,sentiment140,1.0,5.0,Sunday
2009-04-07 01:34:00,"@levelboss jo, aber business days  also montag bis freitag...",positive,sentiment140,1.0,1.0,Tuesday
2009-04-20 02:08:04,@doqtu84 tï¿½i nh? L?i L?i g?i h?i ??n x? lï¿½ anh thï¿½ anh ??ng cï¿½ trï¿½ch ,positive,sentiment140,1.0,2.0,Monday
2009-06-02 23:19:26,Going to bed so Peace ,positive,sentiment140,1.0,23.0,Tuesday
2009-06-19 18:30:02,My headband is giving me a headache but I don't wanna take it out because it's keeping my crazy unstraightened hair outta my face ,negative,sentiment140,0.0,18.0,Friday
2009-05-10 18:31:23,@vg_ford @novelwhore Thanks! ,positive,sentiment140,1.0,18.0,Sunday
2009-05-31 18:10:14,Had a wonderful weekend with the love of my life  damn this feels great,positive,sentiment140,1.0,18.0,Sunday
2009-06-15 19:12:27,Finally Finished The Forums; http://forum.simsgalore.co.uk/ Next: Gallery  (any software ideas?),positive,sentiment140,1.0,19.0,Monday
2009-06-01 08:47:16,Waiting for the claned carpets to dry so we can fully move in ,positive,sentiment140,1.0,8.0,Monday
2009-06-07 19:52:20,@melotero Yes..A break indeed! I will be calling you ,positive,sentiment140,1.0,19.0,Sunday
2009-06-05 16:14:18,@Annae84 triple a is on their way ,negative,sentiment140,0.0,16.0,Friday
2009-05-30 19:01:00,"wishing all the clouds would go away  i want a clear and sunny, but still crisp, winter day",negative,sentiment140,0.0,19.0,Saturday
2009-06-05 10:43:14,Doing CourseWork  X,negative,sentiment140,0.0,10.0,Friday
2009-05-30 20:45:24,just had a shower ,positive,sentiment140,1.0,20.0,Saturday
2009-05-18 03:23:55,Already 12:30 pm. Great  3 hours to go.,positive,sentiment140,1.0,3.0,Monday
,Il ritrovo digitale : 5 estensioni per ChatGPT su Google Chrome da provare subito https://t.co/jbrgV2UFKy,neutral,chatgpt,0.5,,
2009-05-29 23:11:33,I probably shouldn't be eating handfuls of Puffins this late at night. ,negative,sentiment140,0.0,23.0,Friday
2009-05-17 11:38:48,Truth is I have had better weekend. My dad and stepmom Carin was fighting and haven't made up. And of course they took it out on the kids ,negative,sentiment140,0.0,11.0,Sunday
2009-05-03 16:53:13,"Trying to figure out what I want for dinner. I haven't been to the store in over a week, so I don't have much here right now. ",negative,sentiment140,0.0,16.0,Sunday
2009-06-17 03:32:21,Today is goin to be awesome! Last day of school! Last day ill get to see my crush for a bit though ,negative,sentiment140,0.0,3.0,Wednesday
2009-06-15 17:31:26,is chillin... ,positive,sentiment140,1.0,17.0,Monday
2009-06-01 08:05:44,@trvsbrkr the link doesn't work ,negative,sentiment140,0.0,8.0,Monday
2009-06-06 19:15:35,its still like almost the middle of the movie and its sad already..  hahaa..,negative,sentiment140,0.0,19.0,Saturday
2009-06-16 11:52:54,@CassandraShaff Oh now!  Ii'm sorry to hear this.    &lt;&lt;&lt;hugs&gt;&gt;&gt;,negative,sentiment140,0.0,11.0,Tuesday
2009-06-16 23:49:45,"Oral mock exam in Religious instruction and Ethics this friday  Preparing, shhh...",negative,sentiment140,0.0,23.0,Tuesday
2009-05-22 02:07:10,@filce I like that smell too ,positive,sentiment140,1.0,2.0,Friday
2009-06-01 16:29:26,@dsbrennan me too! thanks  yoga was awesome  how's your night goin?,positive,sentiment140,1.0,16.0,Monday
2009-06-06 13:34:39,what the crap! I'm done w/ firefox. screen freezing - then crashing evry 10min. lame ,negative,sentiment140,0.0,13.0,Saturday
2009-04-20 01:32:41,@andre_tha_giant Do I get a prize  - hey no problem VLC is damn good. Im pretty sure its light enough to run off a USB pen drive.,positive,sentiment140,1.0,1.0,Monday
2009-05-28 21:30:20,@Caitcaitylin OHHHH!!! So I would be &quot;20&quot; then. Haha! Awesome! ,positive,sentiment140,1.0,21.0,Thursday
2009-05-03 19:36:27,school tomorrow  ugh,negative,sentiment140,0.0,19.0,Sunday
2009-06-15 21:37:32,#LinesVinesTryingTimes whoot whoot! it's out in stores now.  yayy. everyone should go buy it.,positive,sentiment140,1.0,21.0,Monday
2009-05-31 11:21:39,"Just had a break, a bbq and one ice cold peroniâ¦ finding it hard to get back into work   #morebeerplease",negative,sentiment140,0.0,11.0,Sunday
2009-05-22 04:23:48,"@Lab_Mouse lol, you just need to don the armor a little more often ",positive,sentiment140,1.0,4.0,Friday
2009-06-05 16:51:23,Missing Him. And Shes Growing Up So Fast ,negative,sentiment140,0.0,16.0,Friday
2009-06-07 02:04:48,off to school tom. which is soo not good. i hate it ,negative,sentiment140,0.0,2.0,Sunday
2009-05-29 14:49:05,"@amillerwvu- you're going to be mad. i got sent to the office by your sub. and our class was really bad after that, i hear. i'm sorry. ",negative,sentiment140,0.0,14.0,Friday
2009-05-09 22:10:34,@benngrimcc Come back to Poughkeepsie or NYC ugh ,negative,sentiment140,0.0,22.0,Saturday
2009-06-15 09:44:17,@cmpriest You do! Steven will mail them shortly. And I just reminded him to check the address.  The little goggles and lanterns r so kute!,positive,sentiment140,1.0,9.0,Monday
2009-04-21 00:05:57,@Daisyn619 AWWW.... UR LUCKY!!  WISH I WENT TO THE BEACH ,positive,sentiment140,1.0,0.0,Tuesday
2009-06-01 22:39:43,@JackAllTimeLow hate that you're awake while i'm asleep. I wake up to great tweets but spend the day bored.  hope you're having a blast!,negative,sentiment140,0.0,22.0,Monday
2009-05-01 23:11:06,"@kenloo Yeah Posterous is a really cool site, I like the way they do email &gt; posts ",positive,sentiment140,1.0,23.0,Friday
2009-06-02 05:36:04,Rolling out some new server management apps. They will make life easier for our server admins... and keep them happy ,positive,sentiment140,1.0,5.0,Tuesday
2009-06-19 14:41:00,listening to bullet for my valentine. massive headache ,negative,sentiment140,0.0,14.0,Friday
2009-05-30 12:14:53,I'm a bit behind - stavros flatley on - excellent  #bgt,positive,sentiment140,1.0,12.0,Saturday
2009-05-22 00:20:16,goodnight world ,positive,sentiment140,1.0,0.0,Friday
2009-06-15 17:05:13,@hdoubleokz Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,positive,sentiment140,1.0,17.0,Monday
,using chatgpt to demystify medicines and what their function is. great way to learn,positive,chatgpt,1.0,,
2009-06-17 05:02:53,Swollen tonsils n raspy ass voice shouldve been a sign to stay home but didnt ,negative,sentiment140,0.0,5.0,Wednesday
2009-06-15 03:17:55,midday break  i'll have some more minutes while continue with work,positive,sentiment140,1.0,3.0,Monday
2009-05-29 20:33:20,@sandysurap thanks for de #FF ,positive,sentiment140,1.0,20.0,Friday
2009-05-17 11:50:41,i have the stupid hiccups again ,negative,sentiment140,0.0,11.0,Sunday
2009-06-22 14:48:27,@bigeasy auw I wish I could help! But I neither have a truck nor live in new or ,negative,sentiment140,0.0,14.0,Monday
2009-06-15 06:05:06,mmmmmmmmmmmmmmmmmmmmmmm love that sound ,positive,sentiment140,1.0,6.0,Monday
2009-05-29 14:46:48,@bfly13 ,negative,sentiment140,0.0,14.0,Friday
2009-05-03 02:41:31,@surfclubhit thank you thank you thank you ,positive,sentiment140,1.0,2.0,Sunday
2009-06-01 08:20:50,and aidan was 5th so really it's all good ,positive,sentiment140,1.0,8.0,Monday
2009-06-18 23:50:05,everytime I listen to Moonlight Sonata I regret giving up my piano and organ ,negative,sentiment140,0.0,23.0,Thursday
2009-05-28 22:40:28,@heyitserin92 whoooaaaa wait. Not a junior till May 31st...hahha ,positive,sentiment140,1.0,22.0,Thursday
2009-05-17 10:37:37,@TheUgh it went great  we went for an urban-fashion shoot type of thing around budapest. it was funny how interesting people found us.,positive,sentiment140,1.0,10.0,Sunday
2009-06-15 22:11:43,just got back from dance... hurt my arm... boo  but ya ips studying is just not working out right now. id rather tweet.,negative,sentiment140,0.0,22.0,Monday
2009-05-29 14:28:33,"@h2osarah Make fudge, and then give some to me.  I have such a craving for fudge now.",positive,sentiment140,1.0,14.0,Friday
,ChatGPT isn't up-to-date with the current narrative. https://t.co/6uHMHktqB2,neutral,chatgpt,0.5,,
2009-06-02 05:31:57,"@nkarol yes, the Academy Awards was a thrill. ",positive,sentiment140,1.0,5.0,Tuesday
2009-05-02 01:11:34,@twtad my password entered for the new account does not work?  DM me @blroffers,negative,sentiment140,0.0,1.0,Saturday
2009-06-20 08:42:59,Beautiful day to go beach bound and am here work bound ,negative,sentiment140,0.0,8.0,Saturday
2009-06-21 06:28:55,@NoahtheRed You'll do fine!!!! I'm sorry I can't be there  I really really wanted to go,negative,sentiment140,0.0,6.0,Sunday
2009-06-06 10:15:59,Afternoon ALL! Back to 400 followers....will be celebrating later! Got to run out and get better party supplies! See ya! ,positive,sentiment140,1.0,10.0,Saturday
2009-06-20 19:11:35,"@mariiannalove ahah , i can't :/ lol cuz my pc is outside -.-' i can't bring it in my room :/ laptop is with my mom ",negative,sentiment140,0.0,19.0,Saturday
2009-05-29 10:28:27,Lys had her baby girl Kennadi Grace! So excited... Another kid to spoil  &lt;&lt;3 shell&gt;,positive,sentiment140,1.0,10.0,Friday
2009-05-01 20:30:32,"Im Dancing while babysitting haha, im teaching my lil angel how to dance ",positive,sentiment140,1.0,20.0,Friday
2009-05-22 07:31:55,Need idea for stopmotion/claymation/flash animation project. Will probably fail. ,negative,sentiment140,0.0,7.0,Friday
2009-06-16 09:35:04,Hi to all in work.................................so sad i hate my job ,negative,sentiment140,0.0,9.0,Tuesday
2009-06-18 22:07:33,"Keep trying to get into the habit of working out. Prob is I do it too late, then don't feel like sleeping, then I'm tired the next day. ",negative,sentiment140,0.0,22.0,Thursday
2009-06-01 13:59:41,@LSU_Babe1977 I don't know then... ,negative,sentiment140,0.0,13.0,Monday
2009-06-17 00:52:21,OAuth and TokBox. Both are killing me... ,negative,sentiment140,0.0,0.0,Wednesday
2009-05-30 19:10:43,"Tomorrow's agenda? Church, lunch, NO DOUBT concert  I am much more excited than I anticipated!!!!",positive,sentiment140,1.0,19.0,Saturday
2009-06-06 03:10:19,Happy bday ,positive,sentiment140,1.0,3.0,Saturday
2009-05-22 07:58:07,Y am i always running late 4 things?? It must be someone elses fault ,positive,sentiment140,1.0,7.0,Friday
2009-05-30 05:54:47,Sitting in the sun ,positive,sentiment140,1.0,5.0,Saturday
2009-05-02 04:32:10,Just finished a great mtb ride at Northern Farm this morning ,positive,sentiment140,1.0,4.0,Saturday
2009-04-20 07:04:32,Six hours of sleep?  I'm gonna need a nappy soon.,negative,sentiment140,0.0,7.0,Monday
2009-05-17 07:57:53,debating on going to the movies alone tomorrow. no one else wants to see angels &amp; demons ,negative,sentiment140,0.0,7.0,Sunday
2009-05-29 09:46:43,@badposture ; where did you get your background? ,positive,sentiment140,1.0,9.0,Friday
2009-05-26 23:21:29,All the business and lack of sleep lately is just a recipe for me being sick.  painnnnnnn....,negative,sentiment140,0.0,23.0,Tuesday
2009-05-03 01:10:40,didn't expect it.. but wolverine was really awesome ,positive,sentiment140,1.0,1.0,Sunday
2009-06-06 06:47:07,@KellyAnnPhoto Check @etsy and be *wowed* by the choices with those search terms. ,positive,sentiment140,1.0,6.0,Saturday
2009-06-16 06:26:26,@pslovenpink Sounds like a plan ,positive,sentiment140,1.0,6.0,Tuesday
2009-06-06 18:18:57,Got stood up  lol @bereccat,negative,sentiment140,0.0,18.0,Saturday
2009-06-02 21:56:31,i need a vacation ,negative,sentiment140,0.0,21.0,Tuesday
2009-06-23 09:13:38,I've got milkshake in my shoe  lol,negative,sentiment140,0.0,9.0,Tuesday
2009-06-03 07:39:57,@ThisIsRobThomas LOL that and really bad karaoke songs   ... &quot;Ill Be there 4 u...&quot;  ,positive,sentiment140,1.0,7.0,Wednesday
2009-06-02 07:47:55,missed connan last night! dammit! i was so tired last night  happy tuesday all!,negative,sentiment140,0.0,7.0,Tuesday
2009-06-02 07:48:46,"@ work, really tired, once again could not sleep till 3am ",negative,sentiment140,0.0,7.0,Tuesday
2009-06-20 08:41:03,"...And then I'm like, &quot;Oh! Maybe I should exercise more! Then I could sleep.&quot; Until I remembered I DID exercise yesterday. ",negative,sentiment140,0.0,8.0,Saturday
2009-06-15 03:25:54,@Danielconley hey ,positive,sentiment140,1.0,3.0,Monday
2009-06-16 05:58:39,@MiezaDanger a band thats going on tour with JB. i think their koreans or chinese ,positive,sentiment140,1.0,5.0,Tuesday
2009-05-22 07:36:04,"Did someone say #drunktweet? Unless I pass out from being so exhausted from my 9pm date last night that went until 1pm, I am so there. ",positive,sentiment140,1.0,7.0,Friday
2009-06-18 16:01:02,Im talking to him again. Bri go ahead and say whatever.  i can take it.,negative,sentiment140,0.0,16.0,Thursday
2009-06-07 01:31:37,@vickytcobra because their either taken or their gay ,positive,sentiment140,1.0,1.0,Sunday
2009-04-18 14:34:59,know how when you smile at other people they tend to smile back? so try smiling at yourself ,positive,sentiment140,1.0,14.0,Saturday
2009-06-03 10:25:36,PLAY 4 PHIL then willows! ,positive,sentiment140,1.0,10.0,Wednesday
2009-06-01 22:21:37,heading off to the land of tumbleweed and far open spaces ,positive,sentiment140,1.0,22.0,Monday
2009-06-06 00:49:39,Going off now. See ya all in 10 days. ,positive,sentiment140,1.0,0.0,Saturday
2009-06-19 19:56:02,@gypsyboots so i totally just read &quot;fucking on the way to the temple&quot; i was like oh snap girl........ but lol at my current vision ,negative,sentiment140,0.0,19.0,Friday
2009-05-17 00:00:11,@allysally87: i think the jbros would be upset if they found out that you were crushing on sidney  just sayinnn!,positive,sentiment140,1.0,0.0,Sunday
2009-05-17 22:36:14,"@nEarGigO 2! I'm from VN, nice to follow you ;) I'm sammie dinh's friend, I visited her page and saw your twitter so I wanna follow ya ",positive,sentiment140,1.0,22.0,Sunday
2009-05-18 02:37:40,thanks wireless ,positive,sentiment140,1.0,2.0,Monday
